"OBJECTID";"ID";"SYMBOLE";"ACTEUR";"MAJ";"MAJ_GEO";"TRACE";"CODNAT";"ADR_SITE";"LIB_SUITE";"FONCTION";"PORTIQUE";"POSTE_ISOLE";"ETAT";"U_MAX";"x";"y"
2;70000630;"+PE6";NA;774489600000;NA;1;"H.BOR";"HAUTE-BORNE";NA;"P";0;0;"E";6;637613,140000001;6884154,13
18;50000547;"+PE6";"VC";1338975949000;1338975899000;1;"BACAL";"BACALAN";NA;"P";0;0;"E";6;419966,579999998;6426537,67
19;40000372;"+PE6";"SDP";610761600000;1396618089000;1;"AVIGN";"AVIGNON";"(POSTE)";"P";0;0;"E";6;848889,359999999;6318333,91
22;70001660;"+PE6";"CFP";830217600000;1410782929000;1;"MALEC";"MALECOT";NA;"P";0;0;"E";6;670289,049999997;6823137,3
23;70001578;"+PE6";"JPP";950140800000;1092735757000;1;"SENAR";"SENART";NA;"P";0;0;"E";6;671052,579999998;6834479,79
25;70001566;"+PE6";"CGP";956793600000;1291893880000;1;"ARVIG";"ARVIGNY";"(SOGIS)";"P";0;0;"E";6;668255,520000003;6835255,89
26;70001632;"+PE6";"FL";774489600000;1241011011000;1;"PLISO";"PLISON";NA;"P";0;0;"E";6;675415,039999999;6827705,82
28;70001009;"+PE6";"VC";8,26848e+11;1257439252000;1;"PUTEA";"PUTEAUX";NA;"P";0;0;"E";6;643740,530000001;6863901,91
44;50000414;"+PE7";"SDP";1,005264e+12;1393847649000;1;"CUBNE";"CUBNEZAIS";NA;"P";0;0;"E";7;429709,649999999;6446896,97
45;30000556;"+PE7";"CA";956102400000;1407237934000;1;"BAYET";"BAYET";NA;"P";0;0;"E";7;721644,590000004;6574840,6
46;30003528;"+PE6";NA;1,06056e+12;NA;1;"IZERN";"IZERNORE";NA;"P";0;0;"E";6;896616,68;6569798,51
48;70000977;"+PE6";"CGP";774489600000;1278951262000;1;"ALSAC";"ALSACE";NA;"P";0;0;"E";6;644966,950000003;6866451,26
54;70051604;"+PE6";"CFP";1424191467000;1424252009000;1;"LAGAF";"LAGAFIERE";"(EURODIF)";"P";0;0;"E";6;835341,390000001;6361533,6
56;30000698;"+PE6";"CGP";610761600000;1287420441000;1;"VALLO";"VALLORCINE";NA;"P";0;0;"E";6;1005241,34;6557764,82
66;60000957;"+PE7";"MBP";610761600000;1367252066000;1;"TABAR";"TABARDERIE";NA;"P";0;0;"E";7;665633,579999998;6739221,27
76;70002794;"+PE6";NA;1078790400000;NA;1;"GUESD";"GUESDE";"(CPCU)";"P";0;0;"E";6;657842,869999997;6854302,73
85;50002059;"+PE6";NA;1013126400000;NA;1;"LAPAR";"LAPARAN";NA;"P";0;0;"E";6;590526,840000004;6179344,38
89;60001137;"+PE6";"RTP";1258713510000;1309861952000;1;"SSBA5";"ST-BARTHELEMY";NA;"P";0;0;"E";6;435351,5;6713970,69
92;60001122;"+PE6";NA;610761600000;NA;1;"CORBI";"CORBIERE (LA)";NA;"P";0;0;"E";6;438139,270000003;6715250,67
100;70006902;"+PE6";"smo";1179938359000;1325588081000;1;"MARET";"MARETTE (LA)";"(RENAULT CLEON)";"P";0;0;"E";6;557948,979999997;6913558,41
102;10000247;"+PE6";"FL";1179936875000;1126612293000;1;"L.DEL";"LILLE-DELIVRANCE";"(S.N.C.F.)";"P";0;0;"E";6;699542,240000002;7060132,45
110;60001084;"+PE7";"RTP";787276800000;1325781300000;1;"PICOC";"PICOCHERIE (LA)";"(S.N.C.F.)";"P";0;0;"E";7;547798,049999997;6721133,57
113;70056183;"+PU6";"JUL";1426855013000;1426851425000;1;"MTGRO";"MONTGROS";NA;"P";0;0;"U";6;756929,587200001;6410494,0408
115;70057695;"+PU6";"JUL";1438885746000;1438885729000;1;"PRAL5";"PRALONG";NA;"P";0;0;"U";6;978598,479099996;6392994,0812
116;70058904;"+PU6";"CFP";1442313474000;1442313488000;1;"PAPIN";"PAPIN";NA;"P";0;0;"U";6;840506,4956;6473162,5426
117;70059204;"+PU6";"CFP";1448540727000;1448538692000;1;"SSGCO";"SAINT-GERAUD-DE-CORPS";NA;"P";0;0;"U";6;482072,671899997;6430516,0456
118;70060495;"+PU6";"JUL";1458131175000;1456744305000;1;"MIOLL";"MIOLLES";"(ERDF)";"P";0;0;"U";6;665243,655900002;6308434,8853
119;70060595;"+ZU6";"JUL";1458131192000;1456931134000;1;"ZMIOL";"PIQUAGE MIOLLES (LIAISON GOURJZ61SSVIC)";"LIAISON N°1 225 KV (GOURJ - MIOLL - SSVIC)";"Z";0;0;"U";6;665108,831699997;6308659,9469
124;70059304;"+ZU6";"CFP";1448540697000;1448538954000;1;"ZSS11";"PIQUAGE A SAINT-GERAUD-DE-CORPS";"Liaison n°1 225 kV (CUBNE - SSGCO - TUILI)";"Z";0;0;"U";6;482086,580499999;6430369,7383
125;70062411;"+PU6";"LCP";1467384217000;1467384135000;1;"PRINQ";"PRINQUIAU";NA;"P";0;0;"U";6;321323,289800003;6707172,9976
126;70062511;"+PU6";"LCP";1467384500000;1467384425000;1;"B.GUE";"BANC-DE-GUERANDE";"SITE EN MER (OFFSHORE)";"P";0;0;"U";6;301474,629600003;6695174,991
127;70059664;"+PU7";"JUL";1467386948000;1449488614000;1;"PEUP5";"PEUPLINGUES";"(SOUS-STATION ELECLINK)";"P";0;0;"U";7;614070,8851;7092242,5578
129;70061211;"+PU6";"JUL";1467392646000;1461924759000;1;"AUBE6";"AUBERVILLIERS";"CODIFICATION PROVISOIRE A CHANGER A L'APD";"P";0;0;"U";6;653700,771600001;6868143,7886
142;60000067;"+PE6";NA;610761600000;NA;1;"RAN.P";"RANCE-POSTE";NA;"P";0;0;"E";6;328976,350000001;6847098,75
143;70000834;"+PE6";"FL";956793600000;1189516782000;1;"DRANC";"DRANCY";"(S.N.C.F.)";"P";0;0;"E";6;659219,369999997;6870469,13
150;30001514;"+PE7";"CAP";610761600000;1319106146000;1;"COCHE";"COCHE (LA)";NA;"P";0;0;"E";7;974623,32;6494111,34
153;70001325;"+PE6";"JPP";774489600000;1123500937000;1;"CHEVI";"CHEVILLY";NA;"P";0;0;"E";6;651859,229999997;6852358,52
163;30000799;"+PE6";NA;610761600000;NA;1;"JOUX ";"JOUX";NA;"P";0;0;"E";6;833395,549999997;6546976,27
166;10000615;"+PE6";"CAP";610761600000;1312299898000;1;"PERIZ";"PERIZET (LE)";NA;"P";0;0;"E";6;726115,520000003;6998518,66
172;50002083;"+PE6";NA;1013385600000;NA;1;"MEREN";"MERENS";NA;"P";0;0;"E";6;604019,979999997;6172134,51
176;10000547;"+PE6";"JPP";968716800000;1166609014000;1;"MAUBE";"MAUBEUGE";NA;"P";0;0;"E";6;766101,210000001;7018018,38
178;40000747;"+PE6";"DCP";8,15616e+11;1233931510000;1;"DURAN";"DURANNE (LA)";NA;"P";0;0;"E";6;890600,090000004;6268014,22
179;40000197;"+PE6";"SDP";9,97056e+11;1397741611000;1;"BOLL5";"BOLLENE";"(POSTE RESEAU)";"P";0;0;"E";6;838378,840000004;6357554,1
188;70001001;"+PE6";NA;774489600000;NA;1;"TURGO";"TURGOT";NA;"P";0;0;"E";6;652843,140000001;6865812,17
189;70001051;"+PE6";"NBP";929404800000;1317823729000;1;"ALMA ";"ALMA";NA;"P";0;0;"E";6;648027,310000002;6862934,83
190;70005904;"+PE6";"CGP";1121103274000;1282296463000;1;"C.FO6";"CAILLOUX-SUR-FONTAINES";NA;"P";0;0;"E";6;847297,240000002;6531234,72
201;10000475;"+PE6";"CAP";610761600000;1312295582000;1;"FAMAR";"FAMARS";NA;"P";0;0;"E";6;736914,5;7023947,53
203;70000764;"+PE7";"CAP";774489600000;1297695040000;1;"PORC2";"PORCHEVILLE B";NA;"P";0;0;"E";7;607191,579999998;6874844,88
204;70034077;"+PE6";"FL";1303468425000;1303467271000;1;"CONCE";"CONCEPTION";NA;"P";0;0;"E";6;895302,229999997;6247530,93
205;30001146;"+PE6";NA;610761600000;NA;1;"MARNI";"MARNISE (LA)";NA;"P";0;0;"E";6;909107,549999997;6518662,22
206;70023177;"+PE7";"FL";1224263880000;1224263843000;1;"YVE.O";"YVELINES-OUEST";NA;"P";0;0;"E";7;613956,060000002;6856615,58
207;70000714;"+PE6";"CAP";774489600000;1297873432000;1;"MUREA";"MUREAUX (LES)";NA;"P";0;0;"E";6;619138,549999997;6877585
210;60000126;"+PE6";"FMP";991785600000;1244111956000;1;"LOSCO";"LOSCOAT";NA;"P";0;0;"E";6;146279,950000003;6841074,69
218;70000586;"+PE6";"FL";610761600000;1286545917000;1;"SSBAI";"ST-PIERRE-DE-BAILLEUL";NA;"P";0;0;"E";6;581188,93;6893147
223;70047688;"+ZU6";"CA";1392118401000;1395141461000;1;"ZGUE5";"PIQUAGE A GUERACHE (LA)";"LIAISON N°1 225 KV (GUER8 - TRANS - VINS)";"Z";0;0;"U";6;955501,298299998;6259528,4225
224;70046788;"+PU6";"CA";1385461049000;1385461301000;1;"HARDT";"HARDT";NA;"P";0;0;"U";6;1035700,5618;6737048,2221
225;70056927;"+PU6";"LCP";1432815549000;1432815426000;1;"PONAN";"PONANT";NA;"P";0;0;"U";6;178406,870700002;6848033,5583
227;70029777;"+ZU6";"NBP";1334154869000;1306404628000;1;"ZLIN7";"PIQUAGE A LINAS (SECOURS)";"LIAISON N°1 225 KV (P.BOI - LIERS - VLEJU)";"Z";0;0;"U";6;643942,633199997;6835584,9563
230;70062111;"+PU6";"LCP";1465916200000;1465916157000;1;"GRIM5";"GRIMAUD";NA;"P";0;0;"U";6;988567,396700002;6247322,2533
233;70057904;"+PU6";"CFP";1461926513000;1461856896000;1;"BEZ.E";"BEZIERS-EST";NA;"P";0;0;"U";6;721077,695299998;6250353,7124
240;70057027;"+PU6";"LCP";1432897004000;1440514937000;1;"ORVAU";"ORVAULT";"(ERDF)";"P";0;0;"U";6;348478,375799999;6697364,6135
244;70057883;"+PU6";"JUL";1439227028000;1439224638000;1;"C.GOM";"CHATEAU-GOMBERT";"CODIFICATION PROVISOIRE A CHANGER A L'APD";"P";0;0;"U";6;897271,713200003;6251767,4687
253;50000921;"+PE6";NA;928195200000;NA;1;"COLAY";"COLAYRAC";NA;"P";0;0;"E";6;505558,609999999;6350576,16
257;30001165;"+PE6";"CGP";610761600000;1266579924000;1;"ENVAL";"ENVAL";NA;"P";0;0;"E";6;699942,869999997;6518399,32
258;30002283;"+PE7";"JPP";1143800032000;NA;1;".ROND";"RONDISSONE";"(ITALIE)";"P";0;0;"E";7;1087212,34;6469804,76
265;10000649;"+PE6";"VC";610761600000;1377515063000;1;"BXCH5";"BEAUCHAMPS";NA;"P";0;0;"E";6;594161,520000003;6990820,25
266;70000465;"+PE6";NA;774489600000;NA;1;"CARRI";"CARRIERES";NA;"P";0;0;"E";6;658442,07;6904721,51
268;70023307;"+PE6";"VC";1225278574000;1225278545000;1;"QUAR5";"QUARTES";NA;"P";0;0;"E";6;763835,539999999;7016015,87
272;60000509;"+PE6";"FMP";610761600000;1193824061000;1;"RENNE";"RENNES";NA;"P";0;0;"E";6;350124,189999998;6788823,74
287;70000061;"+PE7";NA;610761600000;NA;1;"BARNA";"BARNABOS";NA;"P";0;0;"E";7;556605,600000001;6953261,48
289;40000833;"+PE6";"DCP";795225600000;1233936694000;1;"ROCAD";"ROCADE";"(AIR LIQUIDE A FOS)";"P";0;0;"E";6;849905,240000002;6265687,17
292;70001506;"+PE6";"FL";774489600000;1236617836000;1;"GRIGN";"GRIGNY";NA;"P";0;0;"E";6;655644,280000001;6841163,44
297;10000170;"+PE6";"CV";1125595620000;1125595597000;1;"ROU.N";"ROUBAIX-NORD";NA;"P";0;0;"E";6;712207,979999997;7067381,21
301;20000892;"+PE7";NA;610761600000;NA;1;"HOUDR";"HOUDREVILLE";NA;"P";0;0;"E";7;927426,579999998;6828760,57
305;50001557;"+PE6";NA;610761600000;NA;1;"BALAR";"BALARUC";NA;"P";0;0;"E";6;757254,420000002;6260928,44
306;40000384;"+PE6";"FL";1275583018000;NA;1;"GANGE";"GANGES";NA;"P";0;0;"E";6;758114,140000001;6316566,83
308;20001072;"+PE6";"RTP";985651200000;1320312285000;1;"ROSIE";"ROSIERES";NA;"P";0;0;"E";6;778113,43;6796080,43
309;40000988;"+PE6";NA;1065398400000;NA;1;"COUDO";"COUDON (LE)";NA;"P";0;0;"E";6;941889,359999999;6233265,76
312;20001118;"+PE6";"RTP";1158855509000;1327574019000;1;"L.NOI";"LAC-NOIR";NA;"P";0;0;"E";6;1004310,74;6786911,49
322;20001161;"+PE6";"RTP";610761600000;1327595026000;1;"RHENA";"RHENALU";"(GLE DURALUMIN CEGEDUR A NEUF-BRISACH)";"P";0;0;"E";6;1040106,75;6781831,14
330;30000063;"+PE6";NA;1,061856e+12;NA;1;"C.REG";"CHAMPS-REGNAUD";NA;"P";0;0;"E";6;855493,130000003;6696712,53
338;60000123;"+PE7";NA;991699200000;NA;1;"MARTY";"MARTYRE (LA)";NA;"P";0;0;"E";7;168746;6840196,66
371;20000392;"+PE7";"CA";1410972498000;NA;1;"E.HUC";"EMILE-HUCHET";"(H.B.LORRAINE)";"P";0;0;"E";7;969696,25;6901711,55
372;40000569;"+PE6";NA;956188800000;NA;1;"MALLE";"MALLEMORT";"(USINE)";"P";0;0;"E";6;877589,420000002;6292422,19
380;30000567;"+PE6";NA;771724800000;NA;1;"FLEYR";"FLEYRIAT";NA;"P";0;0;"E";6;870271,630000003;6572747
389;10000866;"+PE6";"FMP";1006214400000;1227793029000;1;"RUPRE";"RUPREUX";"(PAPETERIES LA ROCHETTE)";"P";0;0;"E";6;730925,5;6918329,65
392;10000199;"+PE6";NA;610761600000;NA;1;"VERTE";"VERTEFEUILLE";NA;"P";0;0;"E";6;702154,590000004;7064542,91
408;30000453;"+PE6";"vc";937958400000;1115734386000;1;"ALLIN";"ALLINGES";NA;"P";0;0;"E";6;967572,939999998;6587058,59
431;20000848;"+PE6";NA;906681600000;NA;1;"STRAS";"STRASBOURG";"(C.H.S.)";"P";0;0;"E";6;1055642,85;6835241,52
437;30002009;"+PE6";NA;917308800000;NA;1;"CPBLA";"CHAMPBLAIN";"(PAPETERIES LEYDIER)";"P";0;0;"E";6;842218,409999996;6459183,44
439;10000433;"+PE6";"FL";1179938974000;NA;1;"TRITH";"TRITH(-ST-LEGER)";"(L.M.E. )";"P";0;0;"E";6;735971,490000002;7028522,09
440;70001021;"+PE6";"NBP";774489600000;1317822864000;1;"FOCH ";"FOCH";NA;"P";0;0;"E";6;645738,920000002;6863805,5
441;70001018;"+PE6";"NBP";774489600000;1317823026000;1;"CZCEL";"COURCELLES";NA;"P";0;0;"E";6;648859,079999998;6865039,67
444;70000653;"+PE7";NA;610761600000;NA;1;"TILL5";"TILLEUL";NA;"P";0;0;"E";7;551429,329999998;6883091,9
445;70001285;"+PE6";"FL";1036713600000;1192119320000;1;"THIOT";"THIOT";NA;"P";0;0;"E";6;476318,380000003;6855221,46
449;60000675;"+PE6";"CGP";1171279766000;1301664340000;1;"CONCA";"CONCARNEAU";"FINISTERE";"P";0;0;"E";6;185618,439999998;6777399,27
452;70000838;"+PE6";"JPP";1168611606000;NA;1;"BZGET";"BOURGET (LE)";NA;"P";0;0;"E";6;657400,049999997;6871914,34
461;70000424;"+PE6";"VC";1211278526000;1211278507000;1;"BOSCH";"BOSCHERVILLE";NA;"P";0;0;"E";6;545929,890000001;6911157,58
471;60000490;"+PE6";"LCP";991094400000;1447413824000;1;"SQUIV";"SQUIVIDAN";NA;"P";0;0;"E";6;174841,619999997;6792039,08
472;10000756;"+PE6";"LCP";610761600000;1447763613000;1;"BLOCA";"BLOCAUX";NA;"P";0;0;"E";6;612490,159999996;6964415,89
473;20000160;"+PE6";"CFP";610761600000;1447766553000;1;"B.HAM";"BASSE-HAM";NA;"P";0;0;"E";6;934386,75;6923476,31
478;40000117;"+PE6";"LCP";1459504472000;NA;1;"CURBA";"CURBANS";NA;"P";0;0;"E";6;943252,170000002;6377314,37
482;40000542;"+PE6";"LCP";1459505170000;1183475078000;1;"SSCRO";"STE-CROIX-DU-VERDON";NA;"P";0;0;"E";6;952444,100000001;6298201,29
486;70000205;"+PE6";NA;1000166400000;NA;1;"GABIO";"GABION";NA;"P";0;0;"E";6;496945,539999999;6933666,19
487;70056683;"+PE6";"JUL";1431960791000;1431960776000;1;"C.VIL";"CAMI-DE-VILANOVA";NA;"P";0;0;"E";6;684278,469999999;6182883,89
488;30000732;"+PE7";"CFP";610761600000;1428423877000;1;"GEN.P";"GENISSIAT-POSTE";NA;"P";0;0;"E";7;915932,240000002;6554701,96
490;20001027;"+PE6";NA;778982400000;NA;1;"FRONC";"FRONCLES";NA;"P";0;0;"E";6;859373,420000002;6801520,69
496;10000249;"+PE6";"CV";610761600000;1127128844000;1;"HELLE";"HELLEMMES";NA;"P";0;0;"E";6;708499,439999998;7058896,88
497;60001273;"+PE7";NA;1034899200000;NA;1;"COR.P";"CORDEMAIS-POSTE";NA;"P";0;0;"E";7;332346,969999999;6699196,78
501;40000168;"+PE6";NA;610761600000;NA;1;"PRRLA";"PIERRELATTE";"(COGEMA A PIERRELATTE) (225KV)";"P";0;0;"E";6;837178,049999997;6363669,98
505;30000589;"+PE7";"JPP";1143801150000;NA;1;".VERB";"VERBOIS";"(SUISSE)";"P";0;0;"E";7;933388,890000001;6570058,54
509;60000157;"+PE6";"CFP";610761600000;1446806523000;1;"DOBER";"DOBERIE";NA;"P";0;0;"E";6;297404,380000003;6836797,04
510;70000397;"+PE6";"CFP";774489600000;1446740034000;1;"MORU ";"MORU";NA;"P";0;0;"E";6;676332,869999997;6912439,03
511;20001295;"+PE6";"LCP";1323161228000;1450267193000;1;"I.NAP";"ILE-NAPOLEON";NA;"P";0;0;"E";6;1027990,71;6750005,2
512;40000502;"+PE6";"CFP";1449573430000;1450280460000;1;"SSTUL";"SAINTE-TULLE 1";NA;"P";0;0;"E";6;923357,369999997;6302221,92
514;70049795;"+PE6";"LCP";1441897507000;1424868374000;1;"A.NOU";"ASNIERES-SUR-NOUERE";NA;"P";0;0;"E";6;471788,439999998;6517358,52
516;20000971;"+PE7";"LCP";610761600000;1435828488000;1;"VINCE";"VINCEY";NA;"P";0;0;"E";7;946078,159999996;6812139,5
520;50001298;"+PE6";"CAP";610761600000;1314111740000;1;"JALIS";"JALIS";NA;"P";0;0;"E";6;505188,439999998;6283338,88
533;70000263;"+PE6";"JPP";797126400000;1122997902000;1;"H.DIE";"HOTEL-DIEU";NA;"P";0;0;"E";6;560732,600000001;6929466,38
543;40001007;"+PE6";"CAP";1065398400000;1309268374000;1;"ESCAI";"ESCAILLON (L )";NA;"P";0;0;"E";6;935441,880000003;6231047,85
544;30000494;"+PE6";NA;610761600000;NA;1;"MTLUC";"MONTLUCON";NA;"P";0;0;"E";6;669583,539999999;6580127,94
547;30001228;"+PE7";"CAP";969926400000;1319195500000;1;"ALBER";"ALBERTVILLE";NA;"P";0;0;"E";7;964687,140000001;6513353,65
551;50002226;"+PE7";"MBP";1005177600000;1373992205000;1;"CAZAR";"CAZARIL";NA;"P";0;0;"E";7;497745,009999998;6233458,07
557;20000426;"+PE6";"LCP";992390400000;1446800423000;1;"SSJUL";"ST-JULIEN";NA;"P";0;0;"E";6;934760,710000001;6898997,85
558;70046133;"+PE6";"CFP";1449160405000;1379415207000;1;"MONDI";"MONDION";"(RFF)";"P";0;0;"E";6;506244,009999998;6650605,58
565;70001143;"+PE6";NA;774489600000;NA;1;"MOUL8";"MOULINEAUX";NA;"P";0;0;"E";6;647897,460000001;6857120,01
568;20000367;"+PE6";NA;610761600000;NA;1;"ORMES";"ORMES";NA;"P";0;0;"E";6;771026,700000003;6904471,83
572;70001321;"+PE6";"CAP";774489600000;1297936839000;1;"ELANC";"ELANCOURT";NA;"P";0;0;"E";6;622961,829999998;6853203,26
573;10000688;"+PE6";"RTP";980726400000;1371135772000;1;"BUIRE";"BUIRE";NA;"P";0;0;"E";6;775232,140000001;6980452,71
590;30001826;"+PE6";NA;610761600000;NA;1;"HERMI";"HERMILLON";NA;"P";0;0;"E";6;964803,280000001;6472006,66
598;70001536;"+PE6";NA;774489600000;NA;1;"LIERS";"LIERS";NA;"P";0;0;"E";6;652088,950000003;6836528,54
610;30000894;"+PE6";"CFP";1355241528000;1415277275000;1;"CHAV6";"CHAVANOD";NA;"P";0;0;"E";6;938089,170000002;6536787,04
611;70022277;"+PE7";"FL";1288006777000;1217515136000;1;"SCHEE";"SCHEER";NA;"P";0;0;"E";7;1034591,62;6815867,78
616;40000078;"+PE6";"LCP";1459505675000;1273231384000;1;"GRISO";"GRISOLLES";NA;"P";0;0;"E";6;948943,979999997;6391526,6
619;40000106;"+PE6";"LCP";1459505314000;1375706249000;1;"S.PON";"SERRE-PONCON";NA;"P";0;0;"E";6;959920,109999999;6379848,86
622;50000170;"+PE6";"LCP";1459506830000;1360248295000;1;"P.CHA";"PEYRAT-LE-CHATEAU";NA;"P";0;0;"E";6;607125,700000003;6523188,48
633;50001018;"+PE6";"CFP";610761600000;1458749503000;1;"SSVIC";"ST-VICTOR";NA;"P";0;0;"E";6;684305,579999998;6328047,1
634;70000284;"+PE6";"LCP";610761600000;1442326951000;1;"G.QUE";"GRAND-QUEVILLY";NA;"P";0;0;"E";6;556040,560000002;6925103,99
639;70037067;"+PE6";"CA";1442337295000;1442403603000;1;"A.MOU";"AIX-MOURET";"(ERDF)";"P";0;0;"E";6;897611,560000002;6271928,27
642;50002088;"+PE6";"CA";1442504020000;1422974539000;1;".BIES";"BIESCAS";"(ESPAGNE)";"P";0;0;"E";6;427739,109999999;6175578,66
644;40000565;"+PE7";"CA";1442503898000;1423132864000;1;"T.SUP";"TORE SUPRA";"(A CADARACHE)";"P";0;0;"E";7;923046,280000001;6292895,06
646;50001610;"+PE7";"CA";1442503737000;1422973369000;1;".HERN";"HERNANI";"(ESPAGNE)";"P";0;0;"E";7;296000,619999997;6252414,33
650;60001610;"+PE6";"LCP";610761600000;1444044865000;1;"AIRVA";"AIRVAULT";NA;"P";0;0;"E";6;461897,409999996;6640760,98
652;70000313;"+PE6";"LCP";846115200000;1447776831000;1;"SSROU";"ST-ETIENNE-DU-ROUVRAY";NA;"P";0;0;"E";6;561855,93;6919830,71
653;50001362;"+PE6";"CFP";769737600000;1447853116000;1;"FOUSC";"FOUSCAIS";NA;"P";0;0;"E";6;736961,280000001;6278677,62
655;60001785;"+PE6";"CFP";995414400000;1447850303000;1;"SSFLO";"ST-FLORENT";NA;"P";0;0;"E";6;432298,119999997;6585035,92
659;20001094;"+PE6";"LCP";922665600000;1449664062000;1;"VITTE";"VITTEL";NA;"P";0;0;"E";6;919199,770000003;6791793,05
664;20001286;"+PE6";"LCP";610761600000;1449222991000;1;"OTTMA";"OTTMARSHEIM";NA;"P";0;0;"E";6;1038766,82;6751270,85
667;20000755;"+PE6";"LCP";1369131385000;1450359459000;1;"CHAN6";"CHANCENAY";NA;"P";0;0;"E";6;847119,609999999;6843717,83
668;50001918;"+PE6";"RDP";1128694013000;1424862618000;1;"MIEGE";"MIEGEBAT";"(E.D.F. ET S.N.C.F.)";"P";0;0;"E";6;418436,32;6209857,25
669;40002467;"+PE6";"RDP";1050278400000;1425292125000;1;"NIME6";"NIMES";NA;"P";0;0;"E";6;811905,729999997;6305823,51
675;50001401;"+PE6";"FL";610761600000;1222168327000;1;"MTAHU";"MONTAHUT";NA;"P";0;0;"E";6;695189,32;6274595,58
676;60000159;"+PE6";"CFP";610761600000;1445260433000;1;"TREGU";"TREGUEUX";NA;"P";0;0;"E";6;273588,020000003;6836521,31
682;10001753;"+PE6";"LCP";1212417029000;1447337391000;1;"L.CHA";"LONG-CHAMP (LE)";NA;"P";0;0;"E";6;734754,490000002;6916085,12
684;70000254;"+PE6";"LCP";1279706124000;1447084060000;1;"YAINV";"YAINVILLE";NA;"P";0;0;"E";6;542093,280000001;6931071,08
685;10000463;"+PE6";NA;610761600000;NA;1;"G.CAI";"GROS-CAILLOU";NA;"P";0;0;"E";6;724148,259999998;7024363,55
690;40000112;"+PE6";NA;610761600000;NA;1;"C.RHO";"CHATEAUNEUF-DU-RHONE";NA;"P";0;0;"E";6;835867,93;6378956,78
705;10000107;"+PE6";"CV";898819200000;1127124117000;1;"HOLQU";"HOLQUE";NA;"P";0;0;"E";6;644542,329999998;7083789,28
707;30001151;"+PE6";"RDP";610761600000;1424877595000;1;"BRENS";"BRENS";"(C.N.R.)";"P";0;0;"E";6;910276,770000003;6516565,18
715;70001202;"+PE6";NA;857692800000;NA;1;"VERIN";"VERINNERIE (LA)";NA;"P";0;0;"E";6;621423,670000002;6856352,4
717;60001371;"+PE6";"JUL";1043625600000;1456766240000;1;"CHEV5";"CHEVIRE";NA;"P";0;0;"E";6;350814,780000001;6686216,03
728;60001200;"+PE6";"CFP";1033948800000;1445946722000;1;"GUERS";"GUERSAC";NA;"P";0;0;"E";6;310045,030000001;6705856,25
730;70040495;"+PE7";"JUL";1447322260000;1389265461000;1;"CLERA";"CLERAC";NA;"P";0;0;"E";7;444725,770000003;6458457,37
739;50003888;"+PE6";"SDP";1123498598000;1389110413000;1;"BARP ";"BARP (LE)";NA;"P";0;0;"E";6;399890,149999999;6400267,77
756;70059995;"+PE6";"LCP";1465813404000;1449856767000;1;"E.RHO";"ETOILE-SUR-RHONE";"(ERDF)";"P";0;0;"E";6;852595,850000001;6416022,49
757;40000179;"+PE7";"VC";1441305488000;1441305417000;1;"TRI.P";"TRICASTIN-POSTE (LE)";"(E.D.F. ET EURODIF)";"P";0;0;"E";7;833640,659999996;6360037,2
758;70024707;"+PE6";"LCP";1260459143000;1441295696000;1;"BERG9";"BERGE";NA;"P";0;0;"E";6;388617,590000004;6311781,45
763;70001491;"+PE7";"LCP";774489600000;1448984608000;1;"VLEJU";"VILLEJUST";NA;"P";0;0;"E";7;643480,219999999;6842466,6
767;10000656;"+PE7";"VC";1289207077000;NA;1;"CAPEL";"CAPELLE (LA)";NA;"P";0;0;"E";7;767062,229999997;6986549,35
768;40000544;"+PE6";"LCP";1459504652000;1395841045000;1;"BXMON";"BEAUMONT (BEAUMONT-DE-PERTUIS)";"(BEAUMONT-DE-PERTUIS)";"P";0;0;"E";6;922602,18;6296444,04
770;70001167;"+PE6";"VC";1440076682000;1440076554000;1;"CHARE";"CHARENTON";NA;"P";0;0;"E";6;657033,710000001;6858475,88
772;40000579;"+PE7";"CFP";1443541441000;1443540688000;1;"BOUTR";"BOUTRE";NA;"P";0;0;"E";7;928263,609999999;6292137,13
775;60000110;"+PE6";NA;992822400000;NA;1;"LANDE";"LANDERNEAU";NA;"P";0;0;"E";6;164781,960000001;6841117,8
780;70006004;"+PE6";"FL";1149250189000;1287760628000;1;"RELE ";"RELE";NA;"P";0;0;"E";6;921584,270000003;6878642,42
782;50001438;"+PE6";"VC";1337674351000;1337674329000;1;"MOUGU";"MOUGUERRE";NA;"P";0;0;"E";6;340761,729999997;6275152,46
783;50000641;"+PE6";"CGP";754531200000;1302609902000;1;"SARRA";"SARRANS";NA;"P";0;0;"E";6;679466,740000002;6414454,56
785;30000504;"+PE7";"CA";972604800000;1395075929000;1;"B.TOL";"BOIS-TOLLOT";NA;"P";0;0;"E";7;935313,450000003;6575801,45
789;70000226;"+PE7";"CFP";1002585600000;1453814628000;1;"VAUPA";"VAUPALIERE (LA)";NA;"P";0;0;"E";7;555700,5;6933393,68
792;70036867;"+PE6";"JUL";1464256083000;1387466068000;1;"BOULE";"BOULE (LA)";"(ERDF)";"P";0;0;"E";6;640581,719999999;6863821,96
797;70030477;"+PE7";"LCP";1422440542000;1450368890000;1;"OUDON";"OUDON";"(POSTE MAINE)";"P";0;0;"E";7;401089,060000002;6772705,3
