tension;circuit;début;fin;codeNat_debut;codeNat_fin;x_debut;y_debut;x_fin;y_fin;Longueur / length (km);IST_E1 (Amp);IST_IS1 (Amp);IST_IS2 (Amp);IST_H1 (Amp);Rd (Ohm);Xd (Ohm);Hd/2 (µS);Cd (nF)
225kV;1;RIVIERE (LA);TREVAS;RIVIE;TREVA;809903,38;6480298,45;791366,11;6461264,02;27117;639;717;717;783;2,465;11,382;36,983;235,438
225kV;1;ROGNAC;ST-CHAMAS;ROGNA;SSCHA;879387,66;6270127,45;867435,73;6271981,9;14043;1062;1160;1160;1238;0,848;5,624;20,464;130,279
225kV;1;ROGNAC;ROQUEROUSSE;ROGNA;RQROU;879387,66;6270127,45;869398,91;6288216,84;24566;1062;1160;1160;1238;1,492;10,006;34,872;
225kV;1;ROMAINVILLE;VILLEVAUDE;ROMAI;VLEVA;658743,88;6866230,74;675266,82;6867147,42;20202;480;480;782;835;1,394;7,184;184,865;1176,89
225kV;2;ROMAINVILLE;VILLEVAUDE;ROMAI;VLEVA;658743,88;6866230,74;675266,82;6867147,42;19154;480;480;835;835;1,252;6,998;173,612;1105,248
225kV;1;ROQUEROUSSE;ST-ESTEVE;RQROU;SSEST;869398,91;6288216,84;892263,94;6291040,35;23308;1034;1128;1128;1203;1,439;9,427;32,89;209,387
225kV;1;ROUGEMONTIER;YAINVILLE;ROUGE;YAINV;535293,77;6918286,96;542093,28;6931071,08;26893;757;946;946;1075;1,618;10,872;38,314;243,916
400kV;1;ROUGEMONTIER;TILLEUL;ROUGE;TILL5;535293,77;6918286,96;551429,33;6883091,9;41287;2200;2300;2300;2400;1,192;12,086;74,818;476,309
400kV;2;ROUGEMONTIER;TILLEUL;ROUGE;TILL5;535293,77;6918286,96;551429,33;6883091,9;41169;2200;2300;2300;2400;1,192;12,086;74,818;476,309
400kV;1;ROUGEMONTIER;TOURBE;ROUGE;TOURB;535293,77;6918286,96;461693,59;6894753,4;82949;3416;3622;3622;3780;1,749;25,373;158,222;1007,271
400kV;2;ROUGEMONTIER;TOURBE;ROUGE;TOURB;535293,77;6918286,96;461693,59;6894753,4;83032;3416;3622;3622;3780;1,735;25,184;157,077;999,985
225kV;1;ROUSSON;SEREIN;ROUSS;SEREI;720690,96;6776984,53;755388,9;6754244,68;42580;435;595;;680;3,821;17,297;59,964;381,742
225kV;1;RUEYRES;SAVIGNAC;RUEYR;SAVIG;675392,51;6408936,1;702656,29;6444826,2;45790;548;606;606;678;5,109;19,887;62,697;399,14
225kV;1;SAINNEVILLE;YAINVILLE;SAINN;YAINV;502749,27;6942591,15;542093,28;6931071,08;49270;769;872;872;961;4,38;19,966;71,675;456,298
225kV;1;SANILHAC;TUILIERES;SANIL;TUILI;518154,33;6452005,24;512927,61;6419262,92;46667;289;543;543;682;4,218;19,176;65,51;417,052
225kV;1;SANSSAC (L'EGLISE);TREVAS;SANSS;TREVA;763015,86;6438710,23;791366,11;6461264,02;36870;639;717;717;783;4,442;15,838;48,789;310,601
225kV;1;SAUSSET;VILLEVAUDE;SAUS5;VLEVA;668825,85;6875037,37;675266,82;6867147,42;11001;750;850;850;895;0,985;4,45;15,531;98,876
400kV;1;SAUSSET;VILLEVAUDE;SAUS5;VLEVA;668825,85;6875037,37;675266,82;6867147,42;11504;2200;2300;2300;2400;0,354;3,946;19,342;123,138
225kV;1;SEREIN;TONNERRE;SEREI;TONNE;755388,9;6754244,68;775567,9;6750525,09;23150;1100;1187;1187;1302;1,393;9,486;32,796;208,784
400kV;1;SEREIN;VIELMOULIN;SEREI;VIELM;755388,9;6754244,68;827404,37;6693049,91;95230;2138;2356;2356;2522;2,952;33,112;158,815;1011,05
225kV;1;SERRE-PONCON;SISTERON;S.PON;SISTE;959920,11;6379848,86;933395,08;6350221,47;42224;862;928;928;987;3,508;16,913;59,833;380,908
225kV;1;SERRIERES;ST-VULBAS-EST;SERRI;SSV.E;920331,23;6535915,14;875540;6524669,56;50471;204;397;397;493;6,685;21,696;66,891;425,839
225kV;1;SOLEIL (LE);VOLVON;SOLEI;VOLVO;810162,94;6485710,3;803090,68;6496427,69;14948;1123;1211;1211;1290;0,897;5,987;21,555;137,226
225kV;1;ST-AUBAN;SAINTE-TULLE 1;SSAUB;SSTUL;940457,75;6335100,91;923357,37;6302221,92;42091;678;729;729;775;5,042;18,112;56,495;359,656
225kV;1;ST-AVOLD;VIGY;SSAVO;VIGY ;970124,07;6899297,08;938816,47;6904732,85;32825;1412;1412;1639;1639;0,723;9,937;74,415;473,742
400kV;1;ST-AVOLD;VIGY;SSAVO;VIGY ;970124,07;6899297,08;938816,47;6904732,85;34074;1150;1150;1350;1350;0,677;8,928;82,226;523,467
225kV;1;ST-CESAIRE;ST-CHRISTOL;SSCES;SSCHR;807518,6;6302353,16;786221,25;6290062,04;27156;597;676;676;724;3,42;11,744;36,006;229,221
225kV;1;ST-ELOI;VIGNOL;SSELO;VNOL ;716119,27;6654555,14;748988,06;6693907,13;63891;617;740;740;826;5,403;26,383;88,947;566,256
225kV;1;ST-ESTEVE;SAINTE-TULLE 1;SSEST;SSTUL;892263,94;6291040,35;923357,37;6302221,92;34371;280;647;647;824;1,993;13,509;50,07;318,753
225kV;1;ST-JULIEN;VIGY;SSJUL;VIGY ;934317,3;6899413,69;938816,47;6904732,85;7202;1100;1187;1187;1302;0,433;2,901;10,387;66,124
225kV;1;ST-ORENS;VERFEIL;SSORE;VERFE;579645;6273769,05;592807,54;6282056,56;17610;1080;1185;1185;1289;1,057;7,079;25,364;161,471
400kV;1;ST-VULBAS-OUEST;VIELMOULIN;SSV.O;VIELM;875338,44;6524027,18;827404,37;6693049,91;198069;2300;2450;2450;2600;3,946;54,59;416,067;2648,765
400kV;1;TAMAREAU;TAVEL;TAMAR;TAVEL;757826,08;6281826,61;831766,12;6325302,14;91293;4400;4500;4500;4500;2,036;28,884;171,542;1092,07
400kV;2;TAMAREAU;TAVEL;TAMAR;TAVEL;757826,08;6281826,61;831766,12;6325302,14;91272;4400;4500;4500;4500;2,036;28,884;171,542;1092,07
400kV;1;TAUTE;TERRETTE;TAUTE;TERR6;382239,9;6909182,11;394642,29;6903707,6;13998;3465;3622;3622;3780;0,28;3,682;30,568;194,6
400kV;2;TAUTE;TERRETTE;TAUTE;TERR6;382239,9;6909182,11;394642,29;6903707,6;13998;3465;3622;3622;3780;0,28;3,682;30,568;194,6
225kV;1;TAVEL;VIRADEL;TAVEL;VIRAD;831766,12;6325302,14;794201,84;6338346,93;46486;985;985;1129;1165;2,891;18,245;86,919;553,344
225kV;2;TAVEL;VIRADEL;TAVEL;VIRAD;831766,12;6325302,14;794201,84;6338346,93;46832;985;985;1129;1165;2,908;18,35;98,712;628,419
400kV;1;TAVEL;TRICASTIN-POSTE (LE);TAVEL;TRI.P;831766,12;6325302,14;836298,04;6360375,48;41133;2212;2380;2380;2498;1,294;12,506;77,834;495,504
400kV;2;TAVEL;TRICASTIN-POSTE (LE);TAVEL;TRI.P;831766,12;6325302,14;836298,04;6360375,48;41181;2212;2380;2380;2498;1,294;12,506;77,834;495,504
400kV;3;TAVEL;TRICASTIN-POSTE (LE);TAVEL;TRI.P;831766,12;6325302,14;836298,04;6360375,48;52405;2334;2470;2470;2596;1,686;15,385;102,074;649,824
400kV;4;TAVEL;TRICASTIN-POSTE (LE);TAVEL;TRI.P;831766,12;6325302,14;836298,04;6360375,48;39327;4400;4500;4500;4500;0,589;10,034;87,209;555,189
400kV;5;TAVEL;TRICASTIN-POSTE (LE);TAVEL;TRI.P;831766,12;6325302,14;836298,04;6360375,48;39327;3465;3622;3622;3780;0,589;10,025;87,128;554,671
400kV;1;TERRETTE;TOURBE;TERR6;TOURB;394642,29;6903707,6;461693,59;6894753,4;69804;3416;3622;3622;3780;1,466;21,29;132,674;844,628
400kV;2;TERRETTE;TOURBE;TERR6;TOURB;394642,29;6903707,6;461693,59;6894753,4;69842;3416;3622;3622;3780;1,469;21,342;132,887;845,986
225kV;1;TRANS;VINS;TRANS;VINS ;981028,45;6274088,71;952030,28;6264584,49;38676;1000;1000;1160;1185;2,301;15,304;57,173;363,976
225kV;1;VAUPALIERE (LA);YAINVILLE;VAUPA;YAINV;555700,5;6933393,68;542093,28;6931071,08;16018;599;746;746;847;1,433;6,577;29,598;188,427
400kV;1;VERGER;VILLERBON;VERGE;VLERB;594882,79;6735539,53;574571,36;6728941,97;26844;2200;2300;2300;2400;0,805;8,172;50,492;321,441
400kV;2;VERGER;VILLERBON;VERGE;VLERB;594882,79;6735539,53;574571,36;6728941,97;26822;2200;2300;2300;2400;0,806;8,182;50,529;321,677
225kV;1;VERTEFEUILLE;WEPPES;VERTE;WEPPE;702640,7;7064377,39;692641,1;7060715,89;12642;1273;1346;1346;1453;0,758;5,074;18,216;115,966
225kV;1;VINCEY;VITTEL;VINCE;VITTE;946135,21;6811238,55;919199,77;6791793,05;35257;881;964;964;1040;2,119;14,104;50,94;324,295
400kV;1;WARANDE;WEPPES;WARAN;WEPPE;640900,56;7095113,03;692641,1;7060715,89;65573;3078;3266;3266;3458;1,628;20,841;117,65;748,983
